WBGene_ID,Gene_name,Cholinergic_(29),Cholinergic_(35),Cholinergic_(36),GABAergic,Dopaminergic,flp-1(+),BAG,URX/AQR/PQR,Touch_receptor,PVC/PVD,SDQ/ALN/PLN,CAN,RIA,RIC,DVA,Cluster_5,Cluster_10,Cluster_13,Cluster_16,Cluster_17,Cluster_21,Cluster_25,Cluster_27,Cluster_40,Pharyngeal_(33),Pharyngeal_(37)
WBGene00009442,F35G12.5,13.11,0,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010263,wago-4,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,65.54,0,0,0,0,0,0
WBGene00017084,E01A2.1,0,0,9.85,11.3,36.57,8.58,0,81.14,9.85,8.27,8.68,0,0,0,0,0,0,0,24.78,0,0,0,0,0,0,0
WBGene00008052,ctns-1,0,0,0,1.86,0,0,0,0,19.44,3.2,0,51.04,0,0,0,0,0,0,0,0,41.71,3.53,0,0,0,0
WBGene00013207,zipt-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000206,asb-1,15.47,138.48,44.14,21,0,53.54,14.76,0,102.99,0,0,13.33,212.04,0,0,0,0,0,0,0,53.56,0,0,0,0,70.07
WBGene00012315,immt-2,0,0,0,14.65,19.12,0,0,0,0,10.87,0,0,0,0,0,0,0,0,0,0,0,10.89,0,0,0,13.8
WBGene00006627,tsp-1,0,0,52.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013692,Y105E8B.7,0,0,0,35.61,0,0,0,106.84,2.9,12.13,0,0,0,0,0,0,0,14.47,0,0,0,10.32,0,0,0,28.46
WBGene00004374,rme-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015802,kynu-1,0,0,0,0,0,0,0,0,29.35,0,0,0,24.76,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004269,rab-6.1,0,0,0,9.32,0,0,27.64,0,0,17.08,46.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018031,F35B3.4,0,0,0,0,0,0,0,0,0,0,0,0,38.66,183.86,0,0,0,0,0,0,0,17.77,0,0,0,0
WBGene00000982,dhs-19,50.39,0,0,0,13.13,0,0,0,0,0,46.99,71.34,0,0,0,0,0,0,0,0,0,13.28,0,0,21.78,0
WBGene00022160,Y71G12B.25,0,0,0,57.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000302,cav-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044743,crb-3,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8
WBGene00000373,cyp-14A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011935,scrm-1,23.68,0,0,27.77,39.39,40.73,0,0,116.02,104.03,8.51,52.62,35.34,0,0,0,0,0,309.32,0,710.78,20.33,0,0,61.05,35.27
WBGene00020195,T03G6.3,3.68,0,0,0,46.59,181.3,0,0,70.7,74.14,87.49,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75
WBGene00018218,F40A3.3,37.79,0,52.79,9.36,18.34,13.83,0,59.08,13.73,0,0,96.43,0,0,0,0,0,0,62.24,0,5.38,14.35,0,0,0,9.64
WBGene00002048,ida-1,3958.69,7120.63,10766,4079.69,1855.57,14992.27,9790.6,4797.62,5644,1859.42,6848.78,285.04,1080,10826.35,6574.22,8803.91,7527.85,8544.71,7843.13,8513.38,3462.85,4241.58,8200.49,13694.34,5987.16,3193.68
WBGene00016201,tdo-2,0,0,0,0,0,0,0,0,0,0,47.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000777,cpn-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.48
WBGene00009514,F37H8.5,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.16,0,0,0,0,0,15.22,0,0,0,0
WBGene00000175,aqp-7,2703.15,117.29,250.1,59.82,158.33,312.04,721.25,208.81,73.89,36.29,1498.58,179.52,48.47,0,420.28,110.5,243.82,80.99,156.44,150.57,404.31,100.83,326.62,0,0,56.09
WBGene00009118,F25H2.4,0,0,43.06,34.1,30.83,25.75,0,0,0,5.13,70.04,0,47.98,0,0,0,23.86,0,58.81,0,56.68,5.08,33.1,0,0,0
WBGene00016011,C23G10.2,0,42.05,0,11.49,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,11.54
WBGene00007971,rpb-3,5.3,0,0,15.15,0,0,0,32.29,0,0,0,40.65,58.32,73.15,0,0,0,0,24.56,0,0,13.37,0,0,0,21.92
WBGene00000253,bli-3,13.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,198.02,0,0
WBGene00007150,acly-2,16.73,0,7.9,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006448,glod-4,9.26,0,0,0,35.09,0,0,0,32.9,4.66,73.96,16.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015303,rga-6,184.97,39.18,165.64,75.59,199.75,253.82,0,836.89,863.56,17.81,96.79,215.82,0,217.88,234.67,205.87,200.46,116.48,1480.32,967.32,3442.52,744.98,1160,0,0,1126.19
WBGene00045053,K12C11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018877,aman-1,0,0,0,547.22,0,0,54.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0,0,0,0
WBGene00012106,T27F6.7,24.78,160.38,4.92,0,88.77,34.34,0,0,34.58,35.64,11.9,54.14,0,0,0,18.77,0,0,0,0,0,9.24,0,0,0,29.98
WBGene00015803,C15H9.9,28.96,244.21,243.37,315.1,85,160.63,0,0,282.95,135.75,81.24,0,414.85,0,226.17,64.1,0,0,0,244.46,0,137.91,65.41,575.54,238.1,444.19
WBGene00007813,jmjd-3.3,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003581,ndx-4,0,0,0,10.72,0,0,0,0,29.07,0,0,21.91,0,0,0,0,0,87.66,45.14,0,16.37,18.49,0,0,64.35,0
WBGene00010563,K04G2.4,0,0,0,0,0,0,0,0,0,0,0,13.67,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011033,R05D11.5,32.98,0,0,35.12,0,0,0,0,61.96,0,13.65,0,14.11,0,0,0,0,0,0,0,7.12,34.81,0,0,51.57,0
WBGene00011596,T07G12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.53
WBGene00010333,copz-1,79.32,0,0,53.36,38,22.65,57.41,112.19,18.35,91.46,0,65.76,23.15,0,0,0,0,16.03,10.26,0,0,48.33,135.43,0,74.79,27.14
WBGene00015259,dod-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019531,scrm-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017070,praf-3,22.3,0,0,0,7.8,23.38,0,0,0,8.89,0,6.45,27.64,0,24.03,39.27,36.17,0,46.76,53.1,12.49,27.19,0,0,0,0
WBGene00000240,pah-1,0,0,0,0,0,0,0,0,0,5.83,23.58,0,0,0,0,0,0,97.25,0,0,0,16.65,0,0,0,0
WBGene00011383,T02E9.5,448.06,78.02,289.49,377.82,274.56,485.94,0,153.09,399.96,854.47,802.09,90.43,297.69,91.93,15.61,996.11,44.95,542.05,104.2,387.18,0,492.78,269.22,0,471.62,524.23
WBGene00007142,ttr-18,0,0,24.8,0,0,0,0,0,0,0,0,0,0,92.14,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007580,C14B1.9,0,0,0,0,0,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018150,epg-4,0,0,0,0,0,5.76,0,41.63,44.1,42.59,0,8.85,54.63,0,0,0,0,0,0,0,0,18.41,0,0,0,0
WBGene00018330,elks-1,74.58,0,232.94,247.96,252.39,138.23,0,57.89,119.27,382.1,176.65,192.39,429.43,0,0,333.38,345.29,130.03,17.61,313.22,14.31,252.21,0,0,147.93,216.73
WBGene00019655,K11G9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,0,0,0,0,0
WBGene00014206,nit-1,0,0,0,0,0,0,0,0,0,0,0,0,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001595,gld-1,0,0,0,0,0,0,0,0,9.07,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0,0,0,0
WBGene00003239,mig-2,48.48,0,0,0,0,0,0,10.98,10.77,57.29,0,18.59,0,0,0,18.77,0,0,0,0,0,11.11,0,0,66.14,13.8
WBGene00014106,ZK856.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077701,poml-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004918,snr-5,20.03,0,53.34,38.38,0,36.89,0,41.36,19.32,8.51,0,23.97,0,0,13.83,0,73.49,0,0,32.54,0,40.54,101.21,0,0,16.33
WBGene00003534,nas-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009580,xbx-6,249.87,189.08,158.75,299.41,210.47,170.74,253.81,343.9,153.4,151.85,207.89,156.3,67.4,262.13,186.29,20.38,240.17,191.22,194.53,132.85,643.77,207.73,273.2,110.8,79.69,65.34
WBGene00007089,B0001.4,101.98,131.61,0,96.57,0,9.39,0,0,57.62,0,309.59,47.82,0,0,0,0,0,0,0,0,0,35.77,0,0,0,0
WBGene00000673,col-98,6.22,0,0,8.49,0,50.56,0,0,0,0,0,35.31,76.52,0,0,0,0,0,0,0,17.37,0,0,0,0,43.14
WBGene00012759,sup-1,3009.36,0,756.06,740.37,290.06,0,0,823.76,441,360.8,2707.99,23.91,25.16,0,314.53,312.18,40,66.84,6.53,0,26.71,295.09,1526.41,0,43.55,0
WBGene00008228,C50B8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.97
WBGene00018656,txdc-12.2,0,0,10.24,0,13.13,0,0,0,18.95,0,6.05,26.99,0,0,0,0,0,0,132.8,0,0,31.85,0,0,0,0
WBGene00011852,clec-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018088,trpp-4,0,0,0,11.64,0,0,13.82,0,44.23,30.07,23.67,55.62,0,0,13.83,0,0,0,32.21,0,0,15.39,0,0,32.62,0
WBGene00007508,C10C5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012364,zmp-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018431,F44E7.9,0,0,0,4.29,0,0,0,0,4.18,0,0,0,25.16,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011561,ttr-15,0,115.71,0,3.4,0,0,0,0,0,8.87,0,0,0,0,0,0,0,0,0,32.16,0,22.96,0,0,32.62,0
WBGene00019337,K02F6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010795,M01A8.1,0,0,13.73,0,26.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001772,gst-24,0,0,0,0,0,0,0,0,0,0,36.76,0,0,0,0,0,0,0,13.74,0,0,0,0,0,0,12.02
WBGene00021467,Y39G10AR.9,0,0,0,0,23.42,0,0,35.51,0,16.74,37.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017970,F32A5.4,31.23,86.21,0,0,20.83,0,0,0,0,6.4,0,12.89,0,0,41.66,0,0,0,8.48,0,0,13.31,0,0,0,0
WBGene00013884,ZC412.3,0,0,0,0,0,0,0,0,0,0,0,2722.53,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27
WBGene00001633,gly-8,0,0,0,33.21,40.58,0,0,27.87,15.84,12.8,0,2.21,87.97,0,0,0,0,0,0,0,0,40.66,0,0,0,0
WBGene00009844,cwp-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.75,0,0,0,0,0
WBGene00013477,Y69E1A.5,0,0,0,26.53,124.54,0,0,0,0,0,32.55,0,0,0,0,0,0,0,0,0,14.31,0,0,0,0,0
WBGene00013323,Y57G11C.33,3.95,0,0,0,16.59,0,0,0,9.57,75.1,0,0,0,0,0,0,0,0,30.53,0,43.38,41.13,0,0,51.57,0
WBGene00021007,W03F11.4,0,0,0,0,0,0,0,39.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011754,T13F3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013693,Y105E8B.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016400,C34D4.4,26.02,0,0,5.32,0,0,0,0,18.62,0,44.77,27.97,207.3,0,142.26,0,0,0,0,0,20.72,0,0,287.77,65.23,24.84
WBGene00015010,ptps-1,18.01,0,0,0,0,0,0,0,7.34,0,0,0,0,313.97,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010316,F59B8.1,143.69,0,11.75,3.02,37.24,83.22,115.02,55.26,103.23,0,46.3,0,0,186.26,90.68,586.16,0,0,0,293.44,0,94.09,0,0,0,36.01
WBGene00008113,C46C2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017852,F27C1.2,0,343.09,163.32,12.4,0,191.46,79.36,147.63,33.23,3.06,15.17,145.04,81.94,270.58,101.93,140.41,253.3,409.99,142.8,278.85,135.45,75.13,127.5,0,215.64,182.52
WBGene00001752,gst-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009668,cfim-1,22.77,0,0,12.7,0,22,0,60.47,17.93,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0
WBGene00016234,C29G2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206354,F27E5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015152,B0348.2,46.43,0,153.89,17.51,18.07,33.01,0,0,42.19,34.77,119.62,0,400.68,0,0,123.32,0,0,70.58,420.42,11.05,22.04,51.98,192.31,0,26.42
WBGene00007137,lcmt-1,0,0,0,39.4,0,0,0,12.72,0,0,17.31,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011528,fndc-1,18.3,114.94,0,24.81,19.65,28.72,108.55,0,17.32,9.95,0,41.45,47.98,0,0,0,0,132.67,0,0,0,21.91,0,0,0,0
WBGene00014234,vps-29,0,0,0,30.65,0,0,0,0,0,0,0,0,27.64,0,0,0,0,0,0,0,0,7.34,140.67,0,0,37.49
WBGene00044191,F43D2.6,0,0,0,0,0,0,0,0,16.18,6.4,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008764,dylt-1,0,0,24.65,33.54,0,49.07,0,0,14.4,0,33.97,7.03,71.99,0,0,0,34.38,0,0,0,0,70.77,0,0,0,15.7
WBGene00020049,ttr-8,0,0,0,0,0,0,0,0,0,33.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001692,grd-3,0,0,0,8.49,0,3.35,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,17.37,0,0,0,0,0
WBGene00009895,scl-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008145,set-5,0,0,0,6.43,0,0,0,0,0,0,0,6.79,0,0,0,72.84,0,0,0,0,0,0,0,0,0,0
WBGene00000235,baf-1,59.63,0,14.97,29.39,20.29,32.57,0,0,16.45,0,0,43.21,0,0,0,0,54.47,0,0,0,0,13.71,0,0,25.42,7.31
WBGene00018702,F52E4.5,0,0,7.9,1.86,24.19,0,0,0,0,13.48,0,76.77,0,0,0,0,0,0,26.38,0,63.37,0,0,0,0,84.75
WBGene00013633,Y105C5A.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015328,C02B10.3,1548.04,403,1372.24,799.89,742.47,955.97,1038.19,143.4,532.03,2839.05,1648.26,25.17,1241.41,1211.9,1664.29,720.2,271.25,462.81,490.95,297.15,355.74,1053.39,743.4,90.09,1114.15,933.58
WBGene00016033,C24A3.2,433.29,0,332.25,284.02,174.48,321.17,0,422.58,409.1,122.37,388.33,0,461.95,172.83,355.07,768.82,143.55,90.33,70.02,0,0,349.72,113.12,0,295.38,158.83
WBGene00007736,igdb-2,0,183.42,0,17.03,0,5.23,0,39.82,0,35.1,83.71,0,0,0,0,0,0,0,55.83,0,123.05,21.19,0,0,0,0
WBGene00022245,acp-6,0,0,0,0,0,0,0,77.7,109.48,0,7.28,26.82,38.66,0,24.03,0,0,0,0,0,0,695.83,0,0,0,17.74
WBGene00004774,sem-5,12.19,0,0,199.47,30.38,12.33,0,0,0,94.45,173.56,0,0,0,0,0,0,568.09,0,88.79,0,7.05,0,0,102.53,24.67
WBGene00009959,F53B6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009926,noah-2,0,0,0,0,0,0,0,0,0,0,13.77,0,0,0,0,0,0,0,0,0,17.37,0,0,0,0,0
WBGene00004923,snt-3,440.67,210.26,131.52,446.13,155.98,283.06,139.98,551.49,149.04,242.98,135.2,66.41,293.32,1300.04,283.75,706.88,502.96,191.17,211.75,255.37,272,249.49,471.5,0,581.21,345.15
WBGene00044205,T13F3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017347,F10E7.5,0,0,0,0,0,11.38,15.86,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,31.09,0,0,0,13.85
WBGene00002134,inx-12,0,0,8.8,0,0,5.02,0,0,0,0,0,422.9,0,0,0,90.6,0,0,0,0,0,31.14,0,0,0,30.58
WBGene00014221,eif-2Balpha,0,0,0,0,0,0,0,0,0,0,0,60.2,13.94,0,0,0,0,0,0,0,0,17.01,0,0,0,11.45
WBGene00020589,T19H12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.24,0,0,0,0
WBGene00019236,H23N18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009621,fipr-21,0,0,0,0,0,13.33,0,0,0,0,0,9.28,0,0,26.64,0,0,0,0,0,0,0,0,0,0,0
WBGene00007221,cpna-3,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,0,0,0,215.75,0,0,0,5.95,0,0,0,0
WBGene00003234,mif-1,3.82,0,0,7.6,0,6.68,13.82,0,3.94,0,26.65,0,40.88,0,0,119.82,0,0,24.56,0,0,29.95,0,0,0,20.19
WBGene00007097,B0024.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008509,F01G10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009921,F52B5.2,0,0,0,41.24,0,0,0,0,0,0,0,26.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011683,phat-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,71.43,18.89
WBGene00003166,mec-2,128.89,0,73.7,27.06,191.64,59.91,680.47,66.09,6545.73,818.96,251.83,49.22,44.09,0,173.07,137.15,340.03,0,10.11,121.61,0,54.51,116.75,143.37,47.54,421.2
WBGene00004919,snr-6,21.58,0,44.9,56.22,19.17,47.6,0,0,29.18,0,0,67.91,0,0,0,0,47.08,0,25.54,34.95,99.42,74.67,52.61,0,91.28,114.53
WBGene00013139,Y53C12A.3,4.81,0,0,0,0,0,0,0,21.08,10.91,79.82,60.18,0,0,0,0,0,0,0,0,64.9,12.7,0,0,0,0
WBGene00014046,clec-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004385,rnp-2,13.6,0,20.61,0,0,0,0,0,5.68,0,0,0,120.75,0,31.22,0,0,0,0,0,0,8.97,0,0,32.47,64.74
WBGene00011000,R03G8.6,0,0,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017417,F13B6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.51
WBGene00003076,lsm-1,4.04,0,0,0,10.23,1.8,0,0,17.82,0,0,0,0,0,0,34.1,0,0,0,0,0,0,0,0,0,18.38
WBGene00003549,nas-31,0,0,0,0,36.57,30.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004902,snf-3,0,0,0,0,0,15.99,0,0,6.16,0,0,1626.43,0,46.07,34.44,0,0,330.66,184.84,470.39,52.29,0,0,0,0,0
WBGene00013263,txdc-12.1,0,115.33,0,19.81,21.84,1.67,29.21,0,0,0,0,26.53,0,0,0,0,0,0,0,0,0,0,0,0,84.03,0
WBGene00012897,pisy-1,153.3,42.05,197.88,84.33,27.77,160.89,0,138.95,68.42,51.43,157.14,10.23,524.31,0,183.87,84.15,19.45,321.61,0,0,41.26,88.53,351.55,0,0,21.55
WBGene00012595,Y38E10A.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016018,C23H3.2,0,0,0,0,0,0,0,0,0,0,0,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020757,ucr-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37,0,0,0,0,3.99
WBGene00021123,W09G12.9,13.83,0,20.03,0,91.72,8.32,0,0,0,42.92,0,0,0,0,0,0,0,0,0,0,22.78,10.76,0,0,0,0
WBGene00011648,cni-1,0,0,0,12.46,0,0,0,0,27.8,0,0,23.42,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0
WBGene00017289,F09E5.11,0,0,0,0,0,5.84,0,0,0,8.43,32.05,26.43,0,0,0,0,0,0,0,0,0,58.85,88.21,0,43.55,0
WBGene00000539,cln-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,0,0,0,0
WBGene00011398,qdpr-1,73.63,112.69,0,26.7,343.76,3.25,0,0,3.87,14.33,0,0,0,0,0,0,0,0,8.48,0,25.55,5.7,223.55,0,0,66.02
WBGene00008528,F02E9.1,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,8.92,0,0,10.32,0,0,0,0
WBGene00019520,K08B12.1,0,0,0,0,0,0,0,39.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000817,csn-5,15.54,0,0,0,0,0,0,0,0,9,55.55,14.93,0,0,0,133.2,0,0,0,17.98,0,14.35,0,0,38.71,10.38
WBGene00014135,ZK896.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010651,K08C9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000882,cyn-6,45.13,0,129.42,117.71,43.37,21.32,60.18,0,58.54,26.01,25.3,40.33,57.87,149.14,187.09,0,0,0,0,101.23,13.58,30.71,0,0,50.48,85.09
WBGene00008595,clec-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012371,W09G3.8,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004364,ric-4,953.99,1071.07,1454.94,1569.66,1662.61,1145.65,2997.43,2610.79,3679.15,5231.27,954.65,158.59,726.55,2088.31,3557.94,1477.86,1781.66,444.53,760.07,1912.63,1322.8,3252.49,1049.65,221.61,519.5,1832.35
WBGene00014090,ZK822.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.67,0,0,93.87,314.6,0,0,0,0
WBGene00002195,kin-9,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013266,Y57A10A.26,0,0,18.43,31.28,0,0,0,0,0,26.52,0,83.2,0,0,0,0,0,0,85.76,0,30.38,24.71,0,0,0,24.69
WBGene00001682,gpc-2,238.93,257.91,187.87,166.22,286.96,159.62,63.65,218.93,147.85,177.52,233.65,75.51,152.6,0,148.88,211.04,152.68,172.82,0,123.41,64.6,157.56,194.67,298.51,72.96,264.76
WBGene00020500,T14B4.3,33.37,0,16.7,15.64,0,20.88,0,0,6.49,43.2,37.76,0,0,0,0,0,0,0,0,0,0,52.51,0,0,148.32,25.89
WBGene00002254,lbp-2,4.81,0,0,4.03,0,0,0,0,0,0,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,39.14,0
WBGene00014222,trpp-3,0,0,0,6.09,0,10.54,0,0,0,4.44,13.35,16.38,0,0,0,0,108.08,0,0,0,54.02,12.93,0,0,0,25.94
WBGene00020254,T05C3.2,0,0,0,0,630.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013926,nep-1,0,0,0,0,0,139.08,0,0,0,0,0,1790.09,0,83.13,0,0,0,151.17,0,0,17.77,0,0,0,259.52,0
WBGene00020986,W03D8.3,0,0,0,24.94,0,0,0,0,50.96,5.55,0,0,0,0,0,16.67,0,0,0,0,14.31,0,0,0,0,0
WBGene00001430,fkb-5,0,172.41,0,21.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.71
WBGene00022517,ZC123.1,0,0,0,6.13,20.83,0,0,0,0,2.73,0,11.82,0,0,0,0,45.39,72.39,0,0,0,0,0,0,0,0
WBGene00019746,M03A1.3,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,0,0,0,0,0,0,0,0,0,0,203.15,0
WBGene00000282,cah-4,11.11,108.73,0,47.93,26.21,26.44,0,10.98,21.23,3.06,41.4,16.31,134.98,132.52,0,0,56.25,0,24.56,0,26.19,50.35,0,0,0,0
WBGene00016450,clec-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56,0,0,0,0,0,0,0
WBGene00194649,Y57G11C.1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015677,cpg-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
